ID,Length,Material,Diameter,Installed,Leak Occurred
173212,28.1 ft,Reinforced Concrete Cylinder Pipe,24,32143,0
173213,9.03 ft,Ductile Iron,8,32874,0
173214,16.99 ft,PVC,8,35065,0
173215,38.87 ft,PVC,6,35431,0
173216,135.67 ft,PVC,8,35431,0
173217,59.59 ft,PVC,8,35431,0
173218,25.28 ft,PVC,8,35431,0
173219,7.66 ft,PVC,3,35065,0
17322,7.8 ft,Ductile Iron,8,31048,0
173220,8.65 ft,PVC,6,36892,0
173221,6.45 ft,PVC,6,28856,0
173222,1.39 ft,Ductile Iron,12,31000,0
173223,8.04 ft,PVC,8,31413,0
173224,96.43 ft,PVC,8,35065,0
173225,16.51 ft,PVC,6,35796,0
173226,5.19 ft,Ductile Iron,8,33239,0
173227,8 ft,PVC,6,35796,0
173228,14.54 ft,PVC,8,36161,0
173229,10.17 ft,PVC,8,36161,0
17323,360.15 ft,Ductile Iron,8,31048,0
173230,14.54 ft,PVC,8,32509,0
173231,20.84 ft,PVC,8,35065,0
173232,18.96 ft,PVC,6,36161,0
173233,375.95 ft,Cast Iron,6,25204,0
173234,10 ft,PVC,12,35431,0
173235,17.72 ft,PVC,8,35431,0
173236,485.63 ft,PVC,8,33604,0
173237,163.37 ft,PVC,8,37257,0
173238,295.45 ft,PVC,12,33604,0
173239,11.13 ft,Ductile Iron,8,32874,0
17324,5.21 ft,Cast Iron,6,30317,0
173240,33.04 ft,Cast Iron,6,25204,0
173241,3.28 ft,Ductile Iron,6,31000,0
173242,6.13 ft,PVC,6,31413,0
173243,154.99 ft,PVC,8,35796,0
173244,12.23 ft,PVC,6,35065,0
173245,14.7 ft,Ductile Iron,8,33604,0
173246,28.82 ft,Ductile Iron,8,33239,0
173247,7.45 ft,PVC,6,33604,0
173248,9.04 ft,PVC,6,33604,0
173249,15.87 ft,PVC,8,35065,0
17325,6.81 ft,PVC,8,35796,0
173250,15.22 ft,PVC,8,35431,0
173251,230 ft,Cast Iron,12,26665,0
173252,13.84 ft,PVC,6,35065,0
173253,19.99 ft,Ductile Iron,12,33604,0
173254,177.15 ft,Cast Iron,8,28856,0
173256,26.05 ft,Cast Iron,6,29221,0
173257,220.35 ft,PVC,8,35065,0
173258,42.77 ft,PVC,8,32509,0
173259,14.78 ft,PVC,8,35065,0
17326,43.71 ft,PVC,12,31413,0
173260,12.24 ft,PVC,8,36161,0
173261,20 ft,Cast Iron,6,26665,0
173262,10 ft,Cast Iron,8,28856,0
173263,13.16 ft,PVC,8,36892,0
173264,31.21 ft,PVC,8,33239,0
173265,281.3 ft,PVC,12,31000,0
173266,7.37 ft,Ductile Iron,6,35065,0
173267,38.34 ft,PVC,6,35065,0
173268,11.02 ft,PVC,8,36161,0
173269,104.79 ft,PVC,8,35065,0
17327,6.84 ft,PVC,8,31413,0
173270,16.1 ft,PVC,6,35431,0
173271,450.15 ft,PVC,12,36526,0
173272,49.65 ft,Ductile Iron,8,35065,0
173273,133.49 ft,PVC,8,36161,0
173274,153.31 ft,Cast Iron,8,28856,0
173275,8.45 ft,Ductile Iron,6,33239,0
173276,15.04 ft,Ductile Iron,8,30317,0
173277,19.6 ft,Ductile Iron,4,29221,0
173278,9 ft,PVC,3,35796,0
173279,104.68 ft,PVC,12,35796,0
17328,7.95 ft,PVC,8,34335,0
173280,2.55 ft,PVC,6,35431,0
173281,82.18 ft,PVC,8,33239,0
173282,294.5 ft,PVC,12,36526,0
173283,5.78 ft,Ductile Iron,6,33604,0
173284,46.58 ft,Cast Iron,6,25204,0
173285,134.1 ft,PVC,8,35065,0
173286,3.76 ft,Cast Iron,6,27760,0
173287,20.16 ft,PVC,6,36161,0
173288,16.75 ft,Cast Iron,8,29587,0
173289,440.96 ft,Reinforced Concrete Cylinder Pipe,18,35065,0
17329,16.95 ft,PVC,8,35796,0
173290,15.14 ft,PVC,6,35065,0
173291,17.4 ft,PVC,6,36892,0
173292,95.71 ft,PVC,8,37257,0
173293,9.82 ft,PVC,6,37257,0
173294,158.42 ft,PVC,8,37257,0
173295,66.07 ft,PVC,8,37257,0
173296,53.31 ft,PVC,8,33239,0
173297,225.29 ft,PVC,8,35065,0
173298,18.77 ft,PVC,8,36892,0
173299,30.59 ft,Ductile Iron,8,33239,0
1733,13.03 ft,PVC,8,35431,0
17330,18.07 ft,Ductile Iron,6,29221,0
173300,7.57 ft,PVC,6,36161,0
173301,11.58 ft,PVC,8,37622,0
173302,27.68 ft,Reinforced Concrete Cylinder Pipe,36,37622,0
173303,409.29 ft,Cast Iron,6,25204,0
173304,41.03 ft,PVC,8,38289,0
173305,5.9 ft,PVC,6,37257,0
173306,34.26 ft,PVC,6,37622,0
173307,14.95 ft,PVC,8,37622,0
173308,5.05 ft,PVC,8,37622,0
173309,37.01 ft,PVC,6,31413,0
17331,17.89 ft,Ductile Iron,8,30682,0
173310,13.94 ft,Ductile Iron,6,31000,0
173311,16.73 ft,PVC,8,35065,0
173312,106.96 ft,PVC,8,35796,0
173313,14.41 ft,Ductile Iron,6,35065,0
173314,236.9 ft,PVC,8,33239,0
173315,8.62 ft,PVC,4,33604,0
173316,89.48 ft,Cast Iron,8,27395,0
173317,61.77 ft,PVC,8,35796,0
173318,270.1 ft,PVC,12,33604,0
173319,16.35 ft,Ductile Iron,8,32874,0
17332,66.59 ft,Reinforced Concrete Cylinder Pipe,24,31048,0
173320,109.6 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173321,9.41 ft,PVC,6,36892,0
173322,26.82 ft,Ductile Iron,8,30317,0
173323,11.41 ft,PVC,8,37257,0
173324,15.17 ft,PVC,8,31413,0
173325,44.85 ft,PVC,8,36161,0
173326,41.61 ft,Ductile Iron,12,30317,0
173327,196.96 ft,PVC,12,36161,0
173328,271.88 ft,PVC,12,33604,0
173329,10.55 ft,Ductile Iron,6,32874,0
17333,40.35 ft,Ductile Iron,8,33604,0
173330,13.1 ft,PVC,8,36161,0
173331,30 ft,PVC,8,35431,0
173332,46.07 ft,Reinforced Concrete Cylinder Pipe,24,31413,0
173333,45.03 ft,Ductile Iron,8,32143,0
173334,57.51 ft,PVC,8,35065,0
173335,7 ft,Ductile Iron,6,35065,0
173336,10.9 ft,PVC,8,35065,0
173337,5.03 ft,Ductile Iron,6,33604,0
173338,20.02 ft,PVC,6,35065,0
173339,203.97 ft,Reinforced Concrete Cylinder Pipe,18,35065,0
17334,11.64 ft,PVC,6,34700,0
173340,358.09 ft,Cast Iron,12,26665,0
173341,22.33 ft,PVC,8,36161,0
173342,68.35 ft,PVC,8,36526,0
173343,137.42 ft,PVC,8,35796,0
173344,9 ft,PVC,3,35796,0
173345,17.64 ft,PVC,3,35065,0
173346,32.59 ft,PVC,8,36892,0
173347,213.75 ft,PVC,8,35796,0
173348,23.1 ft,PVC,6,35065,0
173349,12.49 ft,PVC,3,35065,0
17335,22.38 ft,PVC,8,35431,0
173350,36.65 ft,PVC,8,34700,0
173351,177.75 ft,PVC,8,35065,0
173352,29.83 ft,PVC,8,36161,0
173353,7 ft,PVC,6,35431,0
173354,106.21 ft,Reinforced Concrete Cylinder Pipe,24,30317,0
173355,13 ft,PVC,6,35065,0
173356,20 ft,PVC,6,35796,0
173357,10 ft,PVC,3,35796,0
173358,8.38 ft,PVC,6,35065,0
173359,16.42 ft,PVC,8,35796,0
17336,5 ft,PVC,6,36526,0
173360,186.34 ft,PVC,8,35431,0
173361,34.7 ft,PVC,8,36161,0
173362,9.55 ft,Ductile Iron,8,35065,0
173363,6.02 ft,PVC,6,33970,0
173364,4 ft,Cast Iron,6,25204,0
173365,187.15 ft,Cast Iron,8,27395,0
173366,13.22 ft,PVC,6,35065,0
173367,8 ft,PVC,6,33239,0
173368,29.07 ft,Cast Iron,6,27030,0
173369,187.48 ft,Ductile Iron,12,31000,0
17337,13.62 ft,PVC,8,33604,0
173370,7.67 ft,PVC,6,37257,0
173371,8.6 ft,PVC,8,37257,0
173372,7.37 ft,PVC,8,37257,0
173373,2.51 ft,PVC,8,37257,0
173374,218.17 ft,PVC,8,36526,0
173375,7.6 ft,PVC,8,36526,0
173376,9.29 ft,PVC,12,30682,0
173377,154.16 ft,PVC,12,30682,0
173378,18.33 ft,PVC,12,33604,0
173379,14.43 ft,PVC,8,37622,0
17338,23.24 ft,PVC,12,36526,0
173380,128.04 ft,PVC,8,37622,0
173381,5.75 ft,PVC,8,36892,0
173382,67.81 ft,Cast Iron,8,28856,0
173383,118.77 ft,Cast Iron,8,28856,0
173384,6.98 ft,PVC,8,38030,0
173385,243.32 ft,PVC,8,35431,0
173386,112.27 ft,PVC,8,35431,0
173387,9.1 ft,PVC,6,37257,0
173388,236.61 ft,PVC,8,37622,0
173389,25.06 ft,Cast Iron,6,25204,0
17339,681.72 ft,Cast Iron,6,26665,0
173390,37.24 ft,Ductile Iron,6,31000,0
173391,4.41 ft,PVC,8,33970,0
173392,312.82 ft,Reinforced Concrete Cylinder Pipe,24,31413,0
173393,11.67 ft,PVC,6,35431,0
173394,13.13 ft,PVC,8,36892,0
173395,23.83 ft,PVC,3,35065,0
173396,6.78 ft,PVC,6,36892,0
173397,60.43 ft,Cast Iron,6,25204,0
173398,36.56 ft,Ductile Iron,8,29221,0
173399,24.04 ft,PVC,8,36892,0
1734,5 ft,PVC,6,33604,0
17340,33.48 ft,PVC,4,36161,0
173400,3.83 ft,Ductile Iron,6,31000,0
173401,72 ft,PVC,8,35065,0
173402,18.96 ft,PVC,8,36526,0
173403,109.59 ft,PVC,8,36161,0
173404,18.19 ft,PVC,2.5,35065,0
173405,74.68 ft,PVC,8,33604,0
173406,11.58 ft,PVC,6,36161,0
173407,7.44 ft,PVC,8,35796,0
173408,108.44 ft,PVC,8,35796,0
173409,12.36 ft,PVC,6,35431,0
17341,38.21 ft,Cast Iron,8,30682,0
173410,14.57 ft,PVC,6,36161,0
173411,70.02 ft,PVC,8,35065,0
173412,5.61 ft,PVC,8,35065,0
173413,16.37 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173414,8.33 ft,PVC,8,36161,0
173415,284 ft,PVC,8,33239,0
173416,13.2 ft,PVC,8,35796,0
173417,9.41 ft,PVC,8,36892,0
173418,31.25 ft,PVC,12,35796,0
173419,57.84 ft,Ductile Iron,6,31000,0
17342,16.44 ft,PVC,8,34700,0
173420,71.39 ft,PVC,8,36161,0
173421,265.25 ft,PVC,8,35796,0
173422,39.76 ft,Ductile Iron,6,31000,0
173423,8.72 ft,PVC,6,31413,0
173424,246.9 ft,PVC,6,33239,0
173425,26.73 ft,PVC,8,36161,0
173426,10.18 ft,PVC,8,36161,0
173427,13.5 ft,PVC,4,36892,0
173428,11.5 ft,PVC,8,35065,0
173429,41.84 ft,Ductile Iron,6,33604,0
17343,274.21 ft,Ductile Iron,12,31778,0
173430,28.99 ft,Ductile Iron,8,33239,0
173431,22.99 ft,PVC,8,35065,0
173432,12.94 ft,PVC,6,35065,0
173433,11.39 ft,Ductile Iron,12,35065,0
173434,9.69 ft,PVC,8,36161,0
173435,311.13 ft,Ductile Iron,12,31000,0
173436,8.21 ft,PVC,8,33239,0
173437,50.87 ft,PVC,4,33239,0
173438,13.01 ft,PVC,8,35065,0
173439,28.71 ft,PVC,8,31413,0
17344,9.59 ft,PVC,8,33239,0
173440,8 ft,PVC,6,35796,0
173441,11.22 ft,PVC,8,35065,0
173442,37 ft,PVC,2.5,35796,0
173443,46.08 ft,PVC,4,33239,0
173444,26.33 ft,PVC,3,35065,0
173445,7.41 ft,Ductile Iron,6,33604,0
173446,52.62 ft,PVC,12,36526,0
173447,186.84 ft,Cast Iron,8,27760,0
173448,7 ft,PVC,6,36526,0
173449,382.5 ft,Cast Iron,4,30682,0
17345,11.39 ft,PVC,6,35796,0
173450,77.81 ft,PVC,8,35796,0
173451,90.8 ft,PVC,8,35796,0
173452,23.99 ft,PVC,8,36526,0
173453,95.03 ft,PVC,8,33604,0
173454,99.15 ft,PVC,8,35796,0
173455,334.29 ft,PVC,8,33239,0
173456,5 ft,PVC,8,31413,0
173457,182.34 ft,PVC,8,35065,0
173458,13.58 ft,PVC,8,36161,0
173459,45.32 ft,Cast Iron,8,27760,0
17346,243.69 ft,PVC,8,33970,0
173460,34.03 ft,PVC,8,35065,0
173461,200.06 ft,Reinforced Concrete Cylinder Pipe,24,32143,0
173462,7.4 ft,PVC,6,35065,0
173463,93.12 ft,PVC,8,35796,0
173464,137.48 ft,PVC,8,35431,0
173465,59.23 ft,PVC,8,35065,0
173466,434.23 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173467,149.52 ft,PVC,8,36161,0
173468,12.83 ft,PVC,6,36892,0
173469,7.33 ft,PVC,6,37257,0
17347,20.43 ft,Cast Iron,8,27030,0
173470,92.86 ft,PVC,8,37257,0
173471,19.26 ft,PVC,8,37257,0
173472,10.06 ft,PVC,6,37257,0
173473,24.25 ft,PVC,6,37257,0
173474,22.63 ft,PVC,12,33604,0
173475,12.73 ft,PVC,8,37622,0
173476,12.17 ft,PVC,8,37622,0
173477,17.94 ft,PVC,8,36892,0
173478,9.29 ft,PVC,8,36892,0
173479,18.48 ft,PVC,8,37622,0
17348,6.4 ft,Cast Iron,6,29221,0
173480,97.78 ft,PVC,8,36526,0
173481,32.74 ft,Cast Iron,8,27760,0
173482,21.33 ft,PVC,8,38030,0
173483,6.98 ft,PVC,6,38030,0
173484,189.94 ft,PVC,8,38030,0
173485,21.58 ft,PVC,4,36526,0
173486,299.15 ft,Reinforced Concrete Cylinder Pipe,24,32143,0
173487,13.1 ft,PVC,8,35065,0
173488,17.22 ft,PVC,8,35065,0
173489,124.04 ft,Cast Iron,8,29587,0
17349,26.04 ft,PVC,8,36161,0
173490,33.07 ft,PVC,8,38289,0
173491,194.21 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173492,410.49 ft,Reinforced Concrete Cylinder Pipe,20,32143,0
173493,79.58 ft,Ductile Iron,12,30317,0
173494,16.57 ft,PVC,8,36892,0
173495,10.54 ft,Ductile Iron,6,33239,0
173496,250.26 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173497,16.29 ft,PVC,8,36892,0
173498,172.89 ft,Ductile Iron,8,35065,0
173499,15.56 ft,PVC,8,35065,0
1735,4 ft,PVC,6,35065,0
17350,35.71 ft,Cast Iron,10,27760,0
173500,119.52 ft,PVC,12,33604,0
173501,275.94 ft,Ductile Iron,18,32874,0
173502,25.43 ft,PVC,1.5,30682,0
173503,15.7 ft,PVC,8,36526,0
173504,10.37 ft,PVC,6,36526,0
173505,10.63 ft,PVC,8,36892,0
173506,52.46 ft,PVC,8,37257,0
173507,341.25 ft,Reinforced Concrete Cylinder Pipe,18,34700,0
173508,94 ft,PVC,8,31413,0
173509,11.61 ft,PVC,8,35065,0
17351,7 ft,PVC,6,35796,0
173510,4.05 ft,Cast Iron,6,25204,0
173511,10 ft,PVC,6,36526,0
173512,8.43 ft,Ductile Iron,12,31048,0
173513,30.34 ft,PVC,8,35796,0
173514,7.03 ft,PVC,8,36892,0
173515,16 ft,PVC,6,35431,0
173516,6 ft,PVC,6,36526,0
173517,23.36 ft,Ductile Iron,8,33239,0
173518,7.26 ft,Ductile Iron,6,35065,0
173519,14.35 ft,PVC,8,35796,0
17352,4.03 ft,PVC,6,32509,0
173520,30.13 ft,PVC,8,36161,0
173521,15.61 ft,PVC,8,33239,0
173522,121.77 ft,PVC,8,35065,0
173523,25.55 ft,PVC,6,33239,0
173524,76.69 ft,PVC,8,36161,0
173525,8.17 ft,Ductile Iron,6,30317,0
173526,382.72 ft,PVC,12,33604,0
173527,15.92 ft,PVC,8,36161,0
173528,60.31 ft,PVC,8,35796,0
173529,154.68 ft,PVC,8,33239,0
17353,100.46 ft,Reinforced Concrete Cylinder Pipe,24,30682,0
173530,185.4 ft,PVC,12,33604,0
173531,170.81 ft,Ductile Iron,8,35065,0
173532,154.03 ft,Ductile Iron,8,33239,0
173533,5.48 ft,Ductile Iron,8,32143,0
173534,6 ft,PVC,6,35065,0
173535,86.41 ft,PVC,8,35431,0
173536,260 ft,PVC,8,36526,0
173537,16.68 ft,PVC,6,35065,0
173538,428.65 ft,PVC,12,36526,0
173539,1016.2 ft,PVC,12,36526,0
173540,13.53 ft,PVC,6,36892,0
173541,12.35 ft,PVC,8,36526,0
173542,8.48 ft,Cast Iron,6,27760,0
173543,15.59 ft,PVC,6,35431,0
173544,71.03 ft,Ductile Iron,8,33239,0
173545,13.17 ft,PVC,6,36526,0
173546,2.37 ft,Ductile Iron,12,31000,0
173547,104.52 ft,Ductile Iron,12,31000,0
173548,18.15 ft,PVC,8,37257,0
173549,6 ft,PVC,6,37257,0
17355,432.67 ft,Cast Iron,6,28856,0
173550,23.04 ft,PVC,6,37257,0
173551,7.67 ft,PVC,8,37257,0
173552,1.24 ft,PVC,6,37257,0
173553,3.73 ft,PVC,8,36526,0
173554,28.8 ft,PVC,6,36892,0
173555,458.54 ft,PVC,12,30682,0
173556,25 ft,PVC,8,37622,0
173557,13.87 ft,Reinforced Concrete Cylinder Pipe,18,37622,0
173558,14.87 ft,Cast Iron,8,27760,0
173559,26.44 ft,Cast Iron,8,27760,0
17356,5.13 ft,Cast Iron,6,26299,0
173560,9.08 ft,PVC,8,38030,0
173561,14.24 ft,PVC,8,38030,0
173562,43.88 ft,PVC,8,38289,0
173563,15 ft,PVC,8,38289,0
173564,6.97 ft,PVC,8,37622,0
173565,13.05 ft,PVC,8,36892,0
173566,10 ft,PVC,8,36526,0
173567,681.67 ft,Cast Iron,8,29221,0
173568,9.37 ft,PVC,6,33604,0
173569,13.26 ft,Ductile Iron,8,33239,0
17357,348.09 ft,Cast Iron,12,28126,0
173570,44.42 ft,PVC,8,35065,0
173571,4.01 ft,Ductile Iron,8,32143,0
173572,207.28 ft,PVC,12,30682,0
173573,6.35 ft,Ductile Iron,8,32143,0
173574,42.64 ft,Cast Iron,8,27760,0
173575,142.55 ft,PVC,8,36161,0
173576,23.2 ft,PVC,6,33239,0
173577,25.79 ft,PVC,6,35431,0
173578,21.91 ft,PVC,8,31413,0
17358,21.41 ft,Ductile Iron,6,30682,0
173580,126.61 ft,PVC,8,36161,0
173581,11.34 ft,PVC,6,36161,0
173582,21.09 ft,Cast Iron,12,26665,0
173583,13.81 ft,PVC,8,36526,0
173584,456.54 ft,PVC,8,37257,0
173585,166.67 ft,PVC,8,36526,0
173586,466.44 ft,Cast Iron,6,25204,0
173587,36.93 ft,PVC,8,33604,0
173588,67.59 ft,PVC,8,36892,0
173589,143.1 ft,PVC,8,35065,0
17359,6.81 ft,Ductile Iron,6,28491,0
173590,158.09 ft,PVC,8,36161,0
173591,10.92 ft,PVC,8,33604,0
173592,5.82 ft,PVC,6,33604,0
173593,5.04 ft,PVC,8,34700,0
173594,16.88 ft,PVC,6,33239,0
173595,8.43 ft,PVC,8,36892,0
173596,9.78 ft,PVC,6,37257,0
173597,18.74 ft,PVC,8,35065,0
173598,109.9 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173599,37.16 ft,PVC,8,35065,0
1736,18.89 ft,Cast Iron,6,28856,0
17360,30.06 ft,PVC,8,32874,0
173600,55.96 ft,Cast Iron,6,26665,0
173601,10.05 ft,PVC,8,35065,0
173602,3.78 ft,PVC,6,36526,0
173603,19.36 ft,PVC,8,35065,0
173604,5.86 ft,Ductile Iron,8,33239,0
173605,7.5 ft,PVC,3,35796,0
173606,87.42 ft,PVC,8,35431,0
173607,15.18 ft,Ductile Iron,8,33239,0
173608,222.07 ft,PVC,8,36892,0
173609,15.84 ft,PVC,6,36526,0
17361,336.7 ft,PVC,8,36526,0
173610,23.45 ft,PVC,8,35796,0
173611,5 ft,Ductile Iron,6,32874,0
173612,38.64 ft,Ductile Iron,12,30682,0
173613,11.77 ft,PVC,3,35065,0
173614,11.33 ft,PVC,6,33239,0
173615,149.83 ft,PVC,8,36161,0
173616,70.02 ft,Reinforced Concrete Cylinder Pipe,20,29952,0
173617,4.62 ft,Ductile Iron,12,31000,0
173618,8.96 ft,PVC,8,36892,0
173619,166.06 ft,Cast Iron,8,27395,0
17362,5 ft,Ductile Iron,6,29587,0
173620,6.97 ft,Ductile Iron,8,35065,0
173621,9.84 ft,PVC,8,36892,0
173622,15.53 ft,Cast Iron,6,25204,0
173623,231.44 ft,PVC,8,35431,0
173624,15.65 ft,PVC,6,36892,0
173625,161.32 ft,Ductile Iron,18,32874,0
173626,5.28 ft,PVC,4,33604,0
173627,14.94 ft,PVC,3,35065,0
173628,17.15 ft,PVC,2.5,35065,0
173629,19.91 ft,PVC,8,36526,0
17363,31.68 ft,PVC,6,26299,0
173630,14.95 ft,PVC,4,36526,0
173631,34.64 ft,Ductile Iron,6,31000,0
173632,9.09 ft,Ductile Iron,6,30317,0
173633,94.2 ft,PVC,8,35065,0
173634,93.68 ft,PVC,8,36892,0
173635,10.19 ft,PVC,8,33604,0
173636,94.68 ft,PVC,8,33239,0
173637,289.14 ft,Ductile Iron,12,35065,0
173638,12.04 ft,PVC,8,36892,0
173639,93.64 ft,Ductile Iron,18,32874,0
17364,10.18 ft,PVC,12,36075,0
173640,21.43 ft,Ductile Iron,8,33239,0
173641,190.88 ft,PVC,8,35431,0
173642,2.6 ft,Ductile Iron,8,32143,0
173643,19.45 ft,PVC,8,36526,0
173644,3.82 ft,PVC,6,31413,0
173645,8.36 ft,Reinforced Concrete Cylinder Pipe,24,31413,0
173646,13.97 ft,PVC,3,35796,0
173647,6.47 ft,PVC,6,36161,0
173648,12.18 ft,PVC,8,34700,0
173649,15.14 ft,PVC,6,36161,0
17365,29.42 ft,Reinforced Concrete Cylinder Pipe,16,28126,0
173650,11.35 ft,PVC,8,36526,0
173651,20.87 ft,Ductile Iron,8,33239,0
173652,18.28 ft,PVC,8,33970,0
173653,14.24 ft,PVC,8,35065,0
173654,7.5 ft,PVC,8,35065,0
173655,166.85 ft,PVC,8,37257,0
173656,11.62 ft,PVC,8,37257,0
173657,24.9 ft,PVC,8,37257,0
173658,5 ft,PVC,8,37257,0
173659,1395.93 ft,Reinforced Concrete Cylinder Pipe,42,37622,0
17366,48.88 ft,PVC,8,34438,0
173660,29.17 ft,PVC,12,30682,0
173661,16.15 ft,PVC,8,37622,0
173662,16.55 ft,PVC,8,37622,0
173663,9.12 ft,PVC,6,37622,0
173664,17.95 ft,PVC,8,33239,0
173665,8.02 ft,PVC,6,38030,0
173666,13.66 ft,PVC,6,38030,0
173667,36.45 ft,Cast Iron,8,29587,0
173668,75.58 ft,PVC,8,37622,0
173669,11.33 ft,PVC,8,37622,0
17367,22.51 ft,PVC,8,33604,0
173670,2389.5 ft,Reinforced Concrete Cylinder Pipe,42,27578,0
173671,18.23 ft,PVC,2.5,35065,0
173672,17.92 ft,Ductile Iron,6,35065,0
173673,7.52 ft,PVC,6,36526,0
173674,22 ft,PVC,12,33604,0
173675,227.62 ft,Ductile Iron,8,32874,0
173676,80.7 ft,Ductile Iron,12,31000,0
173677,6.76 ft,PVC,6,35431,0
173678,14.02 ft,Ductile Iron,12,30682,0
173679,12.1 ft,PVC,6,35065,0
17368,9.95 ft,PVC,6,32143,0
173680,170.67 ft,PVC,8,35796,0
173681,186.31 ft,PVC,8,35431,0
173682,3.02 ft,Ductile Iron,12,31000,0
173683,7.62 ft,Ductile Iron,8,35065,0
173684,256.78 ft,Ductile Iron,12,30317,0
173685,404 ft,Reinforced Concrete Cylinder Pipe,18,34700,0
173686,18.77 ft,PVC,8,36892,0
173687,16.58 ft,PVC,8,36892,0
173688,6.23 ft,Ductile Iron,8,35065,0
173689,339.74 ft,PVC,8,35065,0
17369,32.21 ft,PVC,8,33239,0
173690,92.65 ft,PVC,8,35796,0
173691,178.15 ft,PVC,8,35065,0
173692,7.9 ft,Cast Iron,12,26665,0
173693,42.58 ft,PVC,8,35796,0
173694,14 ft,Reinforced Concrete Cylinder Pipe,42,25204,0
173695,5.08 ft,PVC,8,35065,0
173696,7.48 ft,PVC,6,31413,0
173697,83.45 ft,PVC,8,33239,0
173698,15.07 ft,PVC,6,33239,0
173699,424.56 ft,PVC,8,36526,0
1737,15.02 ft,PVC,8,33604,0
17370,10 ft,PVC,8,34700,0
173700,58.45 ft,Ductile Iron,8,35065,0
173701,50.66 ft,Ductile Iron,6,31000,0
173702,19.82 ft,Ductile Iron,8,32143,0
173703,127.48 ft,PVC,12,33604,0
173704,254.7 ft,Reinforced Concrete Cylinder Pipe,24,32143,0
173705,273.41 ft,PVC,8,36892,0
173706,14.24 ft,PVC,8,36161,0
173707,9.47 ft,Ductile Iron,8,35065,0
173708,111.94 ft,PVC,6,35065,0
173709,219.37 ft,Ductile Iron,8,29221,0
173710,30.92 ft,Ductile Iron,8,32143,0
173711,35.3 ft,PVC,12,33604,0
173712,38.2 ft,Reinforced Concrete Cylinder Pipe,24,32143,0
173713,6.73 ft,PVC,12,35431,0
173714,16.77 ft,PVC,8,36892,0
173715,16.42 ft,PVC,8,35065,0
173716,16.87 ft,PVC,4,36526,0
173717,263.47 ft,PVC,8,36526,0
173718,4.98 ft,PVC,6,36526,0
173719,153.76 ft,PVC,8,35796,0
17372,2.99 ft,PVC,8,32874,0
173720,8.13 ft,PVC,6,36892,0
173721,309.06 ft,PVC,8,37257,0
173722,8.64 ft,PVC,8,33239,0
173723,534.42 ft,PVC,8,33604,0
173724,5.2 ft,PVC,6,33239,0
173725,9 ft,PVC,6,36892,0
173726,9.61 ft,PVC,8,37622,0
173727,6.88 ft,PVC,6,37622,0
173728,135.33 ft,PVC,12,36526,0
173729,19.3 ft,PVC,6,36526,0
173730,42.51 ft,Ductile Iron,12,31000,0
173731,2.34 ft,PVC,8,37257,0
173732,4.78 ft,PVC,8,36526,0
173733,15.88 ft,PVC,8,38271,0
173734,5 ft,Cast Iron,6,25204,0
173735,5.87 ft,PVC,8,36892,0
173736,99.24 ft,PVC,8,36892,0
173737,58.77 ft,Cast Iron,8,28856,0
173738,4.95 ft,PVC,8,37257,0
173739,2.14 ft,PVC,6,38030,0
17374,8 ft,Cast Iron,6,31048,0
173740,8.63 ft,PVC,8,38030,0
173741,21.75 ft,PVC,6,38030,0
173742,8 ft,PVC,6,33239,0
173743,8.45 ft,PVC,6,37622,0
173744,10.72 ft,PVC,6,37622,0
173745,9.15 ft,Ductile Iron,6,30682,0
173746,13.73 ft,PVC,8,35431,0
173747,6 ft,PVC,3,35065,0
173748,35.75 ft,PVC,6,30682,0
173749,217.98 ft,PVC,8,36526,0
17375,16.15 ft,Ductile Iron,8,32874,0
173750,539.47 ft,Reinforced Concrete Cylinder Pipe,24,30317,0
173751,7.62 ft,Ductile Iron,8,35065,0
173752,16.29 ft,PVC,8,33604,0
173753,250.56 ft,PVC,8,33239,0
173754,8.11 ft,Ductile Iron,6,32143,0
173755,12.83 ft,PVC,8,35431,0
173756,11.78 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173757,481.7 ft,Reinforced Concrete Cylinder Pipe,18,35065,0
173759,261.94 ft,PVC,8,36161,0
173760,17.87 ft,Reinforced Concrete Cylinder Pipe,18,35065,0
173761,65.9 ft,Reinforced Concrete Cylinder Pipe,24,32143,0
173762,15.9 ft,PVC,8,36526,0
173763,6.5 ft,PVC,8,33970,0
173764,9.56 ft,Cast Iron,8,27760,0
173765,4.61 ft,Ductile Iron,6,31000,0
173766,1.8 ft,Ductile Iron,8,33604,0
173767,28.64 ft,PVC,3,35065,0
173768,169.83 ft,PVC,8,36161,0
173769,544.37 ft,Cast Iron,14,20090,0
173770,18.59 ft,PVC,8,36161,0
173771,14.91 ft,PVC,3,35065,0
173772,18.95 ft,PVC,6,35065,0
173773,1028.01 ft,Asbestos Cement,8,23743,0
173774,87.2 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
173775,6 ft,PVC,6,35796,0
