Segment ID,Street Name,From Limit Street,To Limit Street,Functional Class,Minimum Address in Range,Maximum Address in Range,Segment Width,Segment Length,Lane Miles,Grade,Inspection ID
2017072,KING HENRY DR,DUCHESS DR,GARDEN VIEW DR,Residential,5406,6005,27,294,0.15,D,2021 Data
2041935,PALO BLANCO LN,CHAPARRAL TRL,PINE PL,Collector,5406,5511,41,629,0.49,C,2022 Data
2039421,RAIN CREEK PKWY,MUSKET RIDGE,GOLDEN HILLS CIR,Collector,5406,5429,41,443,0.34,D,2020 Data
2012077,SHOAL CREEK BLVD,SONORA CT,SHOALMONT DR,Arterial,5406,5424,37,346,0.24,D,2021 Data
2027522,VINE HILL DR,ONION CROSSING CT,SHADY CEDAR DR,Residential,5406,5411,27,254,0.13,C,2022 Data
2015297,LINK AVE,NELRAY BLVD,55TH ST W,Residential,5407,5426,27,288,0.15,A,2021 Data
2040728,OVERBROOK DR,PECAN CIR,OVERDALE RD,Residential,5407,5515,27,630,0.32,F,2021 Data
2015544,BENNETT AVE,55TH ST E,55TH ST E,Residential,5408,5502,27,147,0.08,C,2021 Data
2038146,BATAK LN,YORK BRIDGE CIR,5425,Residential,5408,5425,28,100,0.05,F,2022 Data
2016553,DARLINGTON LN,DRESDEN CV,NORWICH CV,Residential,5408,5427,27,363,0.19,D,2021 Data
2019064,JAIN LN,STUART CIR,DESIRABLE DR,Collector,5408,5417,27,155,0.08,A,2021 Data
2023335,PEPPERTREE PKWY,VALLEY HIGH CIR,PEACH CT,Collector,5408,5423,37,290,0.21,C,2022 Data
2023474,PLEASANT VALLEY RD S,VILLAGE LN,PALO BLANCO LN,Arterial,5408,5600,21,838,0.33,F,2022 Data
2013174,SCOUT ISLAND CIR S,TOM WOOTEN DR,HARRINGTON CV,Residential,5408,5504,27,278,0.15,B,2021 Data
2023346,SPRING MEADOW RD,BERGFIELD DR,COTTONWOOD ST,Collector,5408,5509,41,311,0.24,C,2022 Data
2040776,TIPTON DR,PENDLETON LN,BASSWOOD LN,Residential,5408,5509,27,833,0.43,D,2021 Data
2016178,WESTMINSTER DR,GREENBROOK PKWY,OAKLEAF CIR,Collector,5408,5413,37,312,0.22,A,2021 Data
2019310,BOLM RD,KOERNER LN,WALTON LN,Collector,5409,5414,41,491,0.38,C,2021 Data
2013454,HURLOCK DR,EBY LN,COLORADO XING,Residential,5409,5410,27,266,0.13,F,2021 Data
2016444,MANOR RD,COVENTRY LN,OVERDALE RD,Arterial,5409,5512,41,594,0.46,C,2021 Data
2023475,PLEASANT VALLEY RD S,VILLAGE LN,PALO BLANCO LN,Arterial,5409,5601,21,851,0.33,F,2022 Data
2013791,COURTYARD DR,WOLF CT,SCOUT ISLAND CIR N,Collector,5410,5421,41,211,0.16,D,2021 Data
2038348,DAVIS LN,FULBRIGHT LN,BECKETT RD,Collector,5410,5558,27.1,1119,0.56,A,2022 Data
2012779,RIVER PLACE BLVD,LITTLE WIND CV,KITE TAIL DR,Collector,5410,5419,41,148,0.12,A,2021 Data
2027702,SPRINGVILLE LN,WILD ONION DR,LADYBUG ST,Collector,5410,5503,41,312,0.24,A,2022 Data
2013464,TORTUGA TRL,ODESSA LN,TORTUGA CV,Residential,5410,5421,27,387,0.19,C,2021 Data
2026324,DAVIS LN,FULBRIGHT LN,BECKETT RD,Collector,5411,5559,22,1146,0.48,A,2022 Data
2040746,GLOUCESTER LN,CHEVY CIR,REXFORD DR,Residential,5411,5605,27,974,0.5,F,2021 Data
2024707,SALEM WALK DR,JEFFBURN CV,RAMBLE LN,Residential,5411,5415,27,220,0.11,B,2022 Data
3369035,TRAVIS COOK RD,5411,5501,Residential,5411,5501,22,496,0.21,B,2021 Data
2015251,CHESTERFIELD AVE,NELRAY BLVD,55TH ST W,Residential,5412,5427,27,299,0.15,B,2021 Data
2047011,GUADALUPE ST,NELRAY BLVD,55TH ST W,Collector,5412,5426,27,370,0.19,C,2021 Data
2037051,ROSS RD,THOME VALLEY DR,PEARCE LN,Collector,5412,5615,32,1921,1.16,B,2022 Data
2027524,VINE HILL DR,SHADY CEDAR DR,THATCH LN,Residential,5412,5425,27,255,0.13,B,2022 Data
2027138,AUSTRAL LOOP,ESQUEL CV,ECLIPSE LN,Collector,5414,5449,37,629,0.44,A,2022 Data
2016575,CLAYMOOR DR,CORDELL LN,AMESWOOD DR,Residential,5414,5417,27,265,0.14,D,2021 Data
2016113,WESTMINSTER DR,OAKLEAF CIR,ROGGE LN,Collector,5414,5429,37,314,0.22,D,2021 Data
2016010,BERKMAN DR,CORONA DR,CLOVERLEAF DR,Arterial,5416,5425,37,308,0.21,F,2021 Data
2024908,HITCHER BND,NEIDER DR,FULBRIGHT LN,Residential,5416,5469,27,776,0.4,B,2022 Data
3200612,RAYBURN LN,TOWER TRL,HUTCHINSON DR,Residential,5416,5429,27,217,0.11,C,2021 Data
2041779,SALEM WALK DR,RAMBLE LN,CEDAR GLN,Residential,5416,5501,27,689,0.35,B,2022 Data
3197815,SPICEWOOD SPRINGS RD,OLD SPICEWOOD SPGS RD,OAK CLIFF TRL,Collector,5416,5829,53,2285,3.4,B,2020 Data
2035885,MERRYWING CIR,PELICAN PT,RIVER PLACE BLVD,Residential,5417,5519,25,905,0.43,A,2021 Data
2040761,CLAYMOOR DR,AMESWOOD DR,WOODBRIAR LN,Residential,5418,5513,27,539,0.28,D,2021 Data
2021364,MOON SHADOW DR,PAINTED SHIELD DR,TRAVIS COUNTRY CIR,Residential,5420,5449,27,466,0.24,C,2021 Data
2012074,BURNET RD,HOUSTON ST,SHOALMONT DR,Arterial,5421,5453,40,421,0.32,F,2021 Data
2013448,TORTUGA TRL,TORTUGA CV,EBY LN,Residential,5422,5425,27,142,0.08,B,2021 Data
2041676,FAIRMONT CIR,CORK PATH,VILLAGE WAY DR,Residential,5424,5457,27,766,0.39,D,2022 Data
2013443,TORTUGA TRL,EBY LN,MOUNT BONNELL RD,Residential,5426,5437,27,216,0.1,D,2021 Data
2023494,WALNUT GROVE DR,WALNUT GROVE CT,HICKORY DR,Residential,5428,5438,27,291,0.15,C,2022 Data
2023499,WALNUT GROVE DR,HICKORY DR,BLACKJACK CV,Residential,5439,5450,27,292,0.15,B,2022 Data
2032423,BLUFFSTONE LN,BLUEGRASS DR,5539,Residential,5450,5711,27,482,0.25,B,2022 Data
2023507,WALNUT GROVE DR,BLACKJACK CV,GEORGE ST,Residential,5451,5494,27,328,0.17,B,2022 Data
2024836,1ST ST S,GATE TREE LN,STASSNEY LN W,Arterial,5500,5527,48,650,0.57,B,2022 Data
2026514,ABILENE TRL,CHUCK WAGON TRL,SMOKEHOUSE TRL,Collector,5500,5626,41,1244,0.97,C,2022 Data
3381282,ADAIR DR,CUL DE SAC,FERGUS PATH,Residential,5500,5623,27,419,0.21,B,2020 Data
3282735,ALOMAR CV,THOME VALLEY DR,LIPTON LOOP,Residential,5500,5532,27,571,0.29,F,2022 Data
2033168,AGATHA CIR,SENDERO HILLS PKWY,5634,Residential,5500,5635,27,914,0.47,C,2021 Data
2037464,AIRPORT BLVD,55TH ST E,MIDDLE FISKVILLE RD,Residential,5500,5555,27.1,726,0.37,B,2021 Data
2040736,AMESWOOD DR,CLAYMOOR DR,REXFORD DR,Residential,5500,5617,27,696,0.36,F,2021 Data
3189583,51ST ST E,5500,5528,Arterial,5500,5528,21,985,0.39,F,2021 Data
2015279,AVENUE F,55TH ST E,56TH ST E,Residential,5500,5523,27,503,0.26,A,2021 Data
2015305,AVENUE G,55TH ST E,56TH ST E,Residential,5500,5523,27,505,0.26,B,2021 Data
2015324,AVENUE H,55TH ST E,56TH ST E,Residential,5500,5523,27,500,0.26,D,2021 Data
2034994,BALLENTON LN,5501,BANKS CT,Residential,5500,5523,24,383,0.17,B,2022 Data
2023273,APPLE ORCHARD LN,PEACH GROVE RD,MELLOW HOLLOW DR,Collector,5500,5511,27,321,0.16,C,2022 Data
2036531,BELGRADE DR,SOUTHWEST PKWY,FORT BENTON DR,Collector,5500,5525,40,380,0.3,D,2021 Data
2008235,BARKER RIDGE DR,FLORAL PARK DR,BARKER VISTA CV,Residential,5500,5511,25,237,0.11,C,2020 Data
2033565,BAY HILL CV,BAY HILL DR,5512,Residential,5500,5513,27,266,0.14,B,2021 Data
3200607,BENTSEN LN,TOWER TRL,HUTCHINSON DR,Residential,5500,5521,27,275,0.14,C,2021 Data
2015949,BERKMAN DR,CLOVERLEAF DR,RIDGEMONT DR,Arterial,5500,5517,37,319,0.22,F,2021 Data
2034111,BEVIN CV,5500,LYRA CIR,Residential,5500,5507,27,130,0.07,D,2022 Data
2015910,BELFAST DR,CORONA DR,CLOVERLEAF DR,Residential,5500,5515,27,316,0.16,C,2021 Data
2024939,BLUE BIRD LN,RED BIRD LN,STASSNEY LN W,Residential,5500,5523,17,512,0.16,B,2022 Data
2032159,BLUERIDGE CT,5501,SPRUCEWOOD DR,Residential,5500,5605,27,457,0.23,C,2020 Data
2019372,BOLM RD,WALTON LN,PERRY RD,Collector,5500,5833,41,792,0.62,C,2021 Data
2015685,CAMERON RD,CORONA DR,CLOVERLEAF DR,Arterial,5500,5517,41,296,0.23,B,2021 Data
2012023,BURNET RD,SHOALMONT DR,NORTHLAND DR,Arterial,5500,5624,40,875,0.66,F,2021 Data
2024434,CAMP FIRE TRL,TRACE CHAIN DR,FIRE CV,Residential,5500,5506,27,382,0.18,C,2022 Data
2013434,CAPRICE DR,ARROWHEAD DR,RIDGE OAK DR,Residential,5500,5523,27,511,0.25,A,2021 Data
2013111,CEDRO TRL,MOUNTAIN PARK CV,SPRUCEWOOD CV,Residential,5500,5611,27,420,0.21,B,2020 Data
2016628,CHADWYCK DR,SPRINGDALE RD,TIPTON DR,Residential,5500,5510,37,531,0.37,C,2021 Data
3194674,CITY PARK RD,5500,BRIDGE POINT PKWY,Collector,5500,5545,25,864,0.41,A,2021 Data
2012087,CLAY AVE,HOUSTON ST,ULLRICH AVE,Residential,5500,5723,27,1486,0.76,B,2021 Data
2015210,CHESTERFIELD AVE,55TH ST W,55TH 1/2 ST W,Residential,5500,5509,27,317,0.16,B,2021 Data
3200476,COLINTON AVE,BEN NEVIS RD,DE,Residential,5500,5529,27,272,0.14,C,2020 Data
2013794,COURTYARD DR,SCOUT ISLAND CIR N,PARADE RIDGE,Collector,5500,5514,41,377,0.29,B,2021 Data
2040670,COVENTRY LN,EXETER DR,ROGGE LN,Residential,5500,5620,27,935,0.48,D,2021 Data
2016479,DARLINGTON LN,NORWICH CV,OVERDALE RD,Residential,5500,5507,27,297,0.15,D,2021 Data
2040735,CORDELL LN,CLAYMOOR DR,REXFORD DR,Residential,5500,5620,27,926,0.47,C,2021 Data
2024544,CORK PATH,FAIRMONT CIR,CHASEWYCH DR,Residential,5500,5506,27,236,0.12,F,2022 Data
2015352,DUVAL ST,55TH ST E,56TH ST E,Residential,5500,5538,37,483,0.34,F,2021 Data
2016088,DELWOOD DR,ROGGE LN,MAPLELEAF DR,Residential,5500,5624,27,1165,0.59,C,2021 Data
2013048,DRIFTWOOD DR,LAUREL WOOD DR,MARBLEWOOD DR,Residential,5500,5505,27,427,0.22,C,2020 Data
2040704,EXETER DR,COVENTRY LN,ROGGE LN,Residential,5500,5621,27,895,0.46,C,2021 Data
3428336,EMMA THOMPSON WAY,LONE PINE LN,FEBO WAY,Residential,5500,5529,28,144,0.08,C,2022 Data
2033210,DOWNS DR,HILLCREST LN,DEAD END,Residential,5500,5509,27,139,0.07,B,2021 Data
2023332,FENCE ROW,COTTONWOOD ST,PEACH GROVE RD,Residential,5500,5703,27,830,0.42,D,2022 Data
2023483,FERRET PATH,PARELL PATH,PALO BLANCO LN,Residential,5500,5521,27,467,0.24,C,2022 Data
2034998,ESQUEL CV,AUSTRAL LOOP,5519,Residential,5500,5519,27,264,0.14,C,2022 Data
2033003,EVANS AVE,55TH ST E,5514,Residential,5500,5514,27,211,0.11,F,2021 Data
2034181,GEORGE ST,WALNUT GROVE DR,5509,Residential,5500,5509,41,171,0.13,B,2022 Data
2015509,HELEN ST,55TH ST E,55TH 1/2 ST E,Residential,5500,5506,37,459,0.32,D,2021 Data
2021515,HERO DR,TRAVIS GREEN LN,HERO CT,Residential,5500,5549,27,757,0.39,C,2021 Data
2012208,GROVER AVE,HOUSTON ST,KOENIG LN W,Collector,5500,5820,37,1910,1.34,B,2021 Data
2012299,GUADALUPE ST,55TH ST W,55TH 1/2 ST W,Collector,5500,5509,27,328,0.17,C,2021 Data
2013449,HIGHLAND CREST DR,ARROWHEAD DR,RIDGE OAK DR,Residential,5500,5517,27,342,0.17,C,2021 Data
2034179,HICKORY DR,WALNUT GROVE DR,5509,Residential,5500,5509,27,150,0.08,F,2022 Data
2018413,HAROLD CT,ELEANOR ST,DELANO ST,Residential,5500,5512,33,271,0.17,B,2021 Data
2023477,ICON ST,CABOB ST,PALO BLANCO LN,Residential,5500,5529,27,687,0.35,C,2022 Data
2031960,HUDSON HOLW,SIMMONS RD,5525,Residential,5500,5525,30,279,0.15,F,2020 Data
2018293,HUDSON ST,ELEANOR ST,DELANO ST,Collector,5500,5523,27,500,0.26,D,2021 Data
2024899,HUMMING BIRD LN,RED BIRD LN,STASSNEY LN W,Residential,5500,5523,18,520,0.17,B,2022 Data
2026323,HITCHER BND,FULBRIGHT LN,NEIDER DR,Residential,5500,5537,27,643,0.33,B,2022 Data
2024109,HONEY DEW TER,STEELE RUN,STEER TRL,Residential,5500,5525,27,591,0.3,B,2022 Data
2024575,KAYVIEW DR,BECKETT RD,AMANDA ELLIS WAY,Residential,5500,5509,27,169,0.09,A,2022 Data
2018065,JACKIE ROBINSON ST,DELANO ST,TANNEHILL LN,Residential,5500,5623,27,979,0.5,C,2021 Data
2019097,JAIN LN,DESIRABLE DR,MAHAN DR,Collector,5500,5515,27,312,0.16,B,2021 Data
2024638,KINGS HWY,BRITTANY BLVD,STASSNEY LN W,Collector,5500,5523,37,517,0.35,B,2022 Data
2040374,WILLIAM HOLLAND AVE,HOUSTON ST,ULLRICH AVE,Residential,5500,5725,27,1643,0.84,C,2021 Data
3188640,KLEBERG TRL,BRADSHAW RD,LONE PINE LN,Collector,5500,5513,37,236,0.17,F,2022 Data
2012130,JIM HOGG AVE,HOUSTON ST,ARROYO SECO,Residential,5500,5800,27,1515,0.77,C,2021 Data
2012149,JOE SAYERS AVE,HOUSTON ST,THECKLA TER,Residential,5500,5625,27,1088,0.56,B,2021 Data
2013684,KITE TAIL DR,MOSSHEAD CV,RIVER PLACE BLVD,Residential,5500,5507,25,319,0.15,B,2021 Data
2013003,LAKEMOORE DR,LAUREL WOOD DR,MARBLEWOOD DR,Residential,5500,5601,27,370,0.19,C,2020 Data
2012281,LAMAR BLVD N,NELRAY BLVD,HOUSTON ST,Arterial,5500,5507,60,113,0.13,C,2021 Data
2018535,LEDESMA RD,5500,5513,Collector,5500,5513,27,280,0.14,C,2021 Data
2013093,LEMONWOOD DR,BACKTRAIL DR,SPRUCEWOOD DR,Residential,5500,5619,27,822,0.42,C,2020 Data
2015256,LINK AVE,55TH ST W,55TH 1/2 ST W,Residential,5500,5511,27,324,0.17,C,2021 Data
3200474,LIBERTON LN,BEN NEVIS RD,DE,Residential,5500,5537,27,370,0.19,B,2020 Data
3272294,LOYOLA LN,5500,5626,Arterial,5500,5626,27,1226,0.63,C,2021 Data
5114222,LEHMAN WAY,BRADSHAW RD,MICKELSON DR,Residential,5500,5517,37,425,0.3,B,2022 Data
2015402,MARTIN AVE,55TH ST E,56TH ST E,Collector,5500,5523,37,491,0.34,D,2021 Data
2036633,MANOWAR STRETCH DR,GILWELL DR,AFFIRMED DR,Collector,5500,5507,33,146,0.09,C,2022 Data
2040610,MAPLELEAF DR,ROGGE LN,DELWOOD DR,Residential,5500,5628,27,1361,0.69,F,2021 Data
2024478,MEG BRAUER WAY,SPIVEY DR,VOL WALKER DR,Residential,5500,5529,27,273,0.14,C,2022 Data
5114219,MICKELSON CV,10900,10913,Residential,5500,5512,27.1,125,0.06,D,2022 Data
2012029,MONTVIEW ST,SHOALMONT DR,NORTHLAND DR,Residential,5500,5623,22,1015,0.42,C,2021 Data
2015439,MIDDLE FISKVILLE RD,55TH ST E,56TH ST E,Collector,5500,5523,37,501,0.35,C,2021 Data
2015824,NASSAU DR,CORONA DR,CLOVERLEAF DR,Residential,5500,5515,27,323,0.17,C,2021 Data
2017237,NORTHDALE DR,HILLDALE DR,EASTDALE DR,Residential,5500,5517,27,340,0.17,C,2021 Data
3306670,NELSON OAKS DR,TRACE CREEK PASS,HILDENE WAY,Residential,5500,5721,37,1037,0.73,C,2021 Data
2023497,NUCKOLS CROSSING RD,PARELL PATH,PALO BLANCO LN,Collector,5500,5527,32,612,0.37,C,2022 Data
2040379,NEW HAVEN CT,SHOAL CREEK BLVD,5522,Residential,5500,5523,27,488,0.25,D,2021 Data
2024741,NEW HORIZONS LN,BECKETT RD,GANTTCREST DR,Residential,5500,5511,27,201,0.1,C,2022 Data
2039344,PAINTED VALLEY DR,FLORAL PARK DR,PAINTED VALLEY CV,Residential,5500,5823,27,1975,1.01,B,2020 Data
5114215,OMEARA CV,5500,MICKELSON DR,Residential,5500,5517,27.1,210,0.11,C,2022 Data
2023129,OLTORF ST E,ALVIN DEVANE BLVD,MONTOPOLIS DR,Arterial,5500,6220,57,3006,3.2,D,2021 Data
2023361,PEPPERTREE PKWY,PEACH CT,TAMARISK CIR,Collector,5500,5517,37,438,0.31,C,2022 Data
2024694,PINE MEADOW DR,CEDAR GLN,EMERALD FOREST DR,Residential,5500,5515,27,291,0.15,D,2022 Data
2015600,PECAN BROOK DR,BLACK GAP PASS,TUMBLEWEED DR,Collector,5500,5515,41,306,0.24,C,2021 Data
2041525,PORSCHE LN,STEELE RUN,HONEY DEW TER,Residential,5500,5624,27,1169,0.59,B,2022 Data
2039422,RAIN CREEK PKWY,GOLDEN HILLS CIR,LOST HORIZON DR,Collector,5500,5619,41,1442,1.12,B,2020 Data
2033247,PROCK LN,OMEGA AVE,5510,Residential,5500,5513,27,332,0.17,D,2021 Data
3200613,RAYBURN LN,HUTCHINSON DR,RUSK CT,Residential,5500,5509,27,203,0.1,C,2021 Data
2012773,RIVER PLACE BLVD,KITE TAIL DR,MERRYWING CIR,Collector,5500,5515,41,340,0.26,A,2021 Data
2040427,ROOSEVELT AVE,HOUSTON ST,5624,Residential,5500,5625,27,1111,0.57,B,2021 Data
2040523,SAND BAR DR,CRYSTALBROOK WEST,5600,Residential,5500,5607,27,131,0.07,D,2021 Data
2017438,SENDERO HILLS PKWY,JUNELLA DR,TETHERLAND TRL,Residential,5500,5509,41,249,0.19,C,2021 Data
2034147,SAPOTE CT,5501,PINE PL,Residential,5500,5507,27,143,0.07,D,2022 Data
2017848,SAMUEL HUSTON AVE,HILLCREST LN,TANNEHILL LN,Collector,5500,5527,27,631,0.32,C,2021 Data
2013145,SCOUT ISLAND CIR N,TOM WOOTEN DR,PADRE CV,Residential,5500,5503,27,160,0.08,B,2021 Data
2023319,SOUTH HEARSEY DR,COTTONWOOD ST,5516,Collector,5500,5516,27,303,0.15,F,2022 Data
2012043,SHOAL CREEK BLVD,SHOALMONT DR,NEW HAVEN CT,Arterial,5500,5506,37,319,0.22,F,2021 Data
2012035,SHOALWOOD AVE,SHOALMONT DR,NORTHLAND DR,Residential,5500,5624,27,1155,0.59,C,2021 Data
2030460,SHREVEPORT DR,5501,ODIE LN,Collector,5500,5511,28,202,0.11,F,2020 Data
2033269,STUART CT,5500,STUART CIR,Residential,5500,5507,27,91,0.05,F,2021 Data
2036403,TAPADERA TRACE LN,RIATA TRACE PKWY,RIATA TRACE PKWY,Residential,5500,5505,27.1,128,0.07,C,2022 Data
2036621,SUNDAY SILENCE DR,GILWELL DR,SEA BISCUIT DR,Residential,5500,5633,33,694,0.43,D,2022 Data
2026295,SUNNY VISTA DR,LA CRESADA DR,ASHEVILLE PL,Collector,5500,5512,27,262,0.13,A,2022 Data
2041297,SUNSET RIDGE,TRAVIS COOK RD,BIG TIMBER DR,Residential,5500,5625,28,1089,0.58,C,2021 Data
2012236,SUNSHINE DR,HOUSTON ST,STARK ST,Collector,5500,5616,37,985,0.69,C,2021 Data
2047941,STEVEN CREEK WAY,PERRY RD,EMMITT RUN,Residential,5500,5505,28,152,0.08,A,2021 Data
2037048,TABBY CV,THOME VALLEY DR,CUL DE SAC,Residential,5500,5516,27,159,0.08,F,2022 Data
2041352,TERRAVISTA DR,RIALTO BLVD,OTHELLO CV,Collector,5500,5733,41,1726,1.34,D,2021 Data
2037052,TESSA CV,THOME VALLEY DR,5513,Residential,5500,5516,27,154,0.08,F,2022 Data
2017335,TOSCANA AVE,SENDERO HILLS PKWY,ALONDRA LN,Residential,5500,5733,27,1322,0.68,C,2021 Data
3187659,TRACE CREEK PASS,QUICK STREAM BEND,NELSON PARKE DR,Residential,5500,5529,37,685,0.48,C,2021 Data
2036645,THUNDER GULCH DR,AFFIRMED DR,SEA BISCUIT DR,Collector,5500,5633,33,537,0.34,F,2022 Data
2021490,TRAVIS GREEN LN,HERO DR,HERO DR,Collector,5500,5625,27,838,0.43,A,2021 Data
2005604,TERCELLO LN,DELCOUR DR,RIATA VISTA CIR,Residential,5500,5525,58,1032,1.13,C,2020 Data
2023485,WASSAIL ST,PARELL PATH,GALEN CT,Residential,5500,5509,27,311,0.16,C,2022 Data
2041633,WAGON TRAIN RD,CHUCK WAGON TRL,CHUCK WAGON TRL,Residential,5500,5606,27,858,0.44,B,2022 Data
2034997,VAN WINKLE LN,5501,DAHLGREEN AVE,Residential,5500,5625,24,1024,0.47,B,2022 Data
2036614,WAR ADMIRAL DR,GILWELL DR,SEA BISCUIT DR,Collector,5500,5633,33,706,0.44,F,2022 Data
2036620,VICTORY GALLOP DR,GILWELL DR,SEA BISCUIT DR,Collector,5500,5633,33,694,0.43,F,2022 Data
2027532,VINE HILL DR,THATCH LN,ONION CREEK DR,Residential,5500,5817,27,1418,0.73,A,2022 Data
2032288,WESTERN HILLS DR,ARROWHEAD DR,5506,Residential,5500,5507,27,131,0.06,F,2021 Data
2016240,WELLINGTON DR,TRAFALGAR DR,ROGGE LN,Collector,5500,5605,27,490,0.25,D,2021 Data
5063660,VEGA AVE,5500,5719,Collector,5500,5719,27,1519,0.78,B,2021 Data
2016056,WESTMINSTER DR,ROGGE LN,NORTHRIDGE DR,Collector,5500,5704,37,897,0.63,C,2021 Data
2047457,WOODROW AVE,5500,5631,Collector,5500,5631,37,1099,0.77,B,2021 Data
2012038,WOODVIEW AVE,SHOALMONT DR,NORTHLAND DR,Residential,5500,5629,27,1282,0.66,D,2021 Data
2016148,WINDWARD DR,TRAFALGAR DR,ROGGE LN,Residential,5500,5608,27,343,0.18,F,2021 Data
2024121,WOLF RUN,BADGER BND,STEER TRL,Residential,5500,5513,27,285,0.15,B,2022 Data
3189272,WILLIAM CANNON DR E,5500,6225,Arterial,5500,6225,38,3887,2.8,B,2022 Data
3217101,ZACHARY SCOTT ST,BRADSHAW RD,PREMIER PARK ST,Residential,5500,5504,41,195,0.15,D,2022 Data
5418482,BAYTHORNE DR,MINA DR,CATTALO LN,Residential,5500,5507,171,28,0.09,B,2022 Data
5418486,CHARLES MERLE DR,MINA DR,WHITTER DR,Residential,5500,5521,474,28,0.25,A,2022 Data
2046540,51ST ST E,EASTERN PKWY,5529,Arterial,5501,5549,21,965,0.38,F,2021 Data
2015528,BENNETT AVE,55TH ST E,55TH 1/2 ST E,Residential,5501,5508,27,226,0.12,C,2021 Data
2023365,LARK CREEK DR,LARK CREEK CV,DOVE CREEK CV,Residential,5501,5512,27,344,0.18,F,2022 Data
2040707,LOYOLA LN,5501,5627,Arterial,5501,5627,27,1232,0.63,D,2021 Data
3217100,ZACHARY SCOTT ST,BRADSHAW RD,PREMIER PARK ST,Collector,5501,5507,15,189,0.13,F,2022 Data
2024695,EMERALD FOREST DR,SALEM HILL DR,PINE MEADOW DR,Collector,5502,5503,41,125,0.1,B,2022 Data
2026457,FERNVIEW RD,STASSNEY LN W,CHASEWYCH DR,Residential,5502,5519,27,355,0.18,C,2022 Data
2012269,LAMAR BLVD N,HOUSTON ST,STARK ST,Arterial,5502,5629,60,948,1.08,C,2021 Data
2024809,SALEM WALK DR,CEDAR GLN,STASSNEY LN W,Residential,5502,5523,27,503,0.25,C,2022 Data
2023350,SPRING MEADOW RD,COTTONWOOD ST,SPRING MEADOW CV,Collector,5502,5517,41,253,0.2,C,2022 Data
3369039,TRAVIS COOK RD,5502,5605,Residential,5502,5605,22,334,0.14,B,2021 Data
3322090,EMERALD FOREST DR,5504,5516,Collector,5504,5516,41,317,0.25,B,2022 Data
2013143,SCOUT ISLAND CIR N,PADRE CV,CARTWRIGHT CV,Residential,5504,5603,27,304,0.16,B,2021 Data
2027701,SPRINGVILLE LN,LADYBUG ST,FIREFLY DR,Collector,5504,5605,41,364,0.28,B,2022 Data
2023491,WASSAIL ST,GALEN CT,PALO BLANCO LN,Residential,5504,5523,27,267,0.14,B,2022 Data
2015496,BENNETT AVE,55TH 1/2 ST E,56TH ST E,Residential,5505,5522,27,274,0.14,A,2021 Data
2013164,SCOUT ISLAND CIR S,HARRINGTON CV,KARANKAWA CV,Residential,5505,5518,27,283,0.14,C,2021 Data
2016423,DARLINGTON LN,OVERDALE RD,REXFORD DR,Residential,5506,5610,27,448,0.23,F,2021 Data
2047938,STEVEN CREEK WAY,EMMITT RUN,EMMITT RUN,Residential,5506,5810,28,1432,0.46,B,2021 Data
2024430,CAMP FIRE TRL,FIRE CV,CANTEEN CIR,Residential,5507,5520,27,226,0.12,B,2022 Data
2024557,CORK PATH,CHASEWYCH DR,STASSNEY LN W,Residential,5507,5516,27,294,0.14,C,2022 Data
2013056,DRIFTWOOD DR,MARBLEWOOD DR,SPRUCEWOOD DR,Residential,5507,5601,27,234,0.12,B,2020 Data
2015449,HELEN ST,55TH 1/2 ST E,56TH ST E,Residential,5507,5609,27,291,0.15,C,2021 Data
2011999,SHOAL CREEK BLVD,NEW HAVEN CT,BULL CREEK RD,Arterial,5507,5522,37,336,0.24,F,2021 Data
2036632,MANOWAR STRETCH DR,AFFIRMED DR,SEA BISCUIT DR,Collector,5508,5633,33,481,0.3,D,2022 Data
2023441,VILLAGE LN,SOUTHWEST DR,VILLAGE CT W,Residential,5508,5521,27,280,0.14,C,2022 Data
3217092,ZACHARY SCOTT ST,PREMIER PARK ST,DIMITRIOS DR,Residential,5508,5620,41,538,0.38,D,2022 Data
5418472,BAYTHORNE DR,CATTALO LN,WHITTER DR,Residential,5508,5517,168,28,0.09,C,2022 Data
2016368,MANOR RD,OVERDALE RD,OVERBROOK DR,Arterial,5509,5610,41,552,0.44,D,2021 Data
2013431,MOUNT BONNELL RD,TORTUGA TRL,COLORADO XING,Collector,5509,5528,41,394,0.3,B,2021 Data
2016634,BASSWOOD LN,PENDLETON LN,TIPTON DR,Residential,5510,5521,27,227,0.12,F,2021 Data
2037147,CHESTERFIELD AVE,55TH 1/2 ST W,56TH ST W,Residential,5510,5513,27.1,185,0.09,F,2021 Data
2012280,GUADALUPE ST,55TH 1/2 ST W,KOENIG LN W,Collector,5510,5521,27,236,0.12,D,2021 Data
2041700,KAYVIEW DR,AMANDA ELLIS WAY,KINCHEON CT,Residential,5510,5709,27,943,0.48,B,2022 Data
2015224,LINK AVE,55TH 1/2 ST W,56TH ST W,Residential,5510,5521,27,185,0.09,A,2021 Data
2041941,PINE PL,SUGAR MAPLE CT,PALO BLANCO LN,Residential,5510,5525,27,491,0.25,B,2022 Data
2017393,SENDERO HILLS PKWY,TETHERLAND TRL,LONGHOUSE CREEK DR,Residential,5510,5523,41,322,0.25,C,2021 Data
2016601,TIPTON DR,BASSWOOD LN,WOODBRIAR LN,Residential,5510,5512,27,212,0.11,C,2021 Data
